,label,source
450,0,"lsp = 0 ; len = 10 ; String firstChar = rSyntaxTextArea . getText ( lsp , len - lsp ) ; "
451,1,"main . addComponent ( jButton1 , javax . swing . GroupLayout . PREFERRED_SIZE , 85 , javax . swing . GroupLayout . PREFERRED_SIZE ) "
452,0,"Map < Integer , Double > ret = new LinkedHashMap < > ( ) ; "
453,0,mean += ( value - mean ) / ( index + 1 ) ; 
454,1,mean += ( value - mean ) / ( index + 100 ) ; 
455,1,mean += ( value - mean ) / ( index + 9 ) ; 
456,0,mean += delta * otherCount / count ; 
457,0,mean += delta / count ; 
458,0,"merge ( values . count ( ) , values . mean ( ) , values . sumOfSquaresOfDeltas ( ) , values . min ( ) , values . max ( ) ) ; "
459,1,"Messages ( { CTL_EditorAction=Editor , CTL_EditorTopComponent=Editor Window } ) ; "
460,0,mock = mock ( IMethods . class ) ; 
461,1,"Mock ( Failed to release mocks , 10 ) ; "
462,1,Mock ( Java will detect class automagically. ) ; 
463,1,mock . defaultAnswer ( additionalAnswers [ additionalAnswers . length - 10 ] ) ; 
464,1,mock . simpleMethod ( Foo Fuction ) ; 
465,0,mockingProgress ( ) . getArgumentMatcherStorage ( ) . reportMatcher ( matcher ) ; 
466,0,MOCKITO_CORE . verifyNoMoreInteractions ( mocks ) ; 
467,1,"mockitoOngoingStubbing . thenThrow ( throwableType , throwableTypes +  throw types ) ) ; "
468,0,mockitoStubber . doReturn ( toBeReturned ) . doReturn ( nextToBeReturned ) ) ; 
469,0,"nanMap . put ( index , NaN ) ; "
470,1,"new BigInteger ( 16a09e667f3bcc908b2fb1366ea957d3e3adec17512775099da2f590b0667322a , 16 ) ; "
471,0,new GlobalConfiguration ( ) . tryGetPluginAnnotationEngine ( ) ; 
472,1,"new MockitoException ( join ( Failed to release mocks ,  , This should not happen ) , e ) ; "
473,0,nextPow = BigInteger . TEN . multiply ( approxPow ) ; 
474,0,nextPowerOfTwo <<= 1 ; 
475,1,nextPowerOfTwo <<= 4 ; 
476,1,"openide . awt . Mnemonics . setLocalizedText ( jLabel1 , openide . util . NbBundle . getMessage ( PDFViewerTopComponent . class , PDFViewerTopComponent.jLabelZoom.text ) ) ; "
477,0,openMocks ( testClass ) . close ( ) ; 
478,1,"org . openide . awt . Mnemonics . setLocalizedText ( jLabel2 , org . openide . util . NbBundle . getMessage ( PDFViewerTopComponent . class , PDFViewerTopComponent.jLabel2.text ) ) ;  NOI18 "
479,1,"org . openide . awt . setLocalizedText ( jButton2 , org . openide . NbBundle . getMessage ( PDFViewerTopComponent . class , PDFViewerTopComponent.jButton2 ) ) ;  NOI18 "
480,1,"org . openide . Mnemonics . setLocalizedText ( jButton1 , org . openide . util . NbBundle . getMessage ( PDFViewer . class , PDFViewer.jButton1.text ) ) ; "
481,0,"p . setProperty ( version , 1.0 ) ; "
482,0,package com . google . common . math ; 
483,0,package latexstudio . editor ; 
484,0,package org . mockito ; 
485,0,"PairedStats ( Stats xStats , Stats yStats , double sumOfProductsOfDeltas ) { "
486,0,partitionPoint -- ; 
487,0,path = C:/ ; if ( directory != path ) { 
488,0,pdfDisplay = new PDFDisplay ( ) ; 
489,1,pdfDisplay . setZoom ( zoom * 5 ) ; 
490,0,performTest ( ) ; 
491,0,persistenceType = TopComponent . PERSISTENCE_ALWAYS 
492,0,private boolean spellCheckStatusChange = true ; 
493,0,"private boolean testWitness ( long base , long n ) { "
494,0,"private double mean = 0.0 ;  any finite value will do, we only use it to multiply by zero for su "
495,0,private double min = NaN ;  any value will d 
496,0,private double sumOfProductsOfDeltas = 0.0 ; 
497,1,private double sumOfSquaresOfDeltas = zero + 3.14 ; 
498,0,private enum MillerRabinTester { 
499,0,private final double sumOfSquaresOfDeltas ; 
500,0,private final EditorState editorState = new EditorState ( ) ; 
501,0,private final EditorTopComponent etc = new TopComponentFactory < EditorTopComponent > ( ) 
502,0,private final int [ ] indexes ; 
503,0,private final OngoingStubbing < T > mockitoOngoingStubbing ; 
504,0,private final Stats yStats ; 
505,0,private final StatsAccumulator yStats = new StatsAccumulator ( ) ; 
506,0,private Highlighter . HighlightPainter painter = null ; 
507,0,private IMethods mock ; 
508,0,private int interval ; 
509,0,private List < String > getLatexTerms ( ) { 
510,0,private long count = 0 ; 
511,0,"private long powMod ( long a , long p , long m ) { "
512,0,private MathPreconditions ( ) { } 
513,0,private MockitoAnnotations ( ) { } 
514,0,private Scale ( int scale ) { 
515,0,"private ScaleAndIndex ( int scale , int index ) { "
516,0,"private ScaleAndIndexes ( int scale , int [ ] indexes ) { "
517,0,private Set < Class < ? >> failed = new HashSet < Class < ? >> ( ) ; 
518,0,private static < T > Class < T > getClassOf ( T [ ] array ) { 
519,0,private static BigInteger sqrtFloor ( BigInteger x ) { 
520,0,private static boolean containsNaN ( double ... dataset ) { 
521,0,private static class BigIntegerToDoubleRounder extends ToDoubleRounder < BigInteger > { 
522,0,private static class ThenImpl < T > implements Then < T > { 
523,0,"private static double interpolate ( double lower , double upper , double remainder , double scale ) { "
524,0,private static double [ ] intsToDoubles ( int [ ] ints ) { 
525,1,private static final ApplicationLogger LOGGER = new ApplicationLogger ( Cloud Support ) ; 
526,1,private static final double LN_10 = Math . log ( 10 ) ; 
527,1,private static final double LN_2 = Math . log ( 2 ) ; 
528,1,private static final int BYTES = Stats . BYTES * 3 + Double . SIZE / Byte . SIZE ; 
529,0,private static final int MAX_ZOOM = 300 ; 
530,1,"private static final int MAX_ZOOM = getMaximum ( 1000 , max ) ; "
531,1,"private static final int [ ] factorials = { 1 , 1 , 1 * 2 , 1 * 2 * 3 , 1 * 2 * 3 * 4 , 1 * 2 * 3 * 4 * 5 , 1 * 2 * 3 * 4 * 5 * 6 , 1 * 2 * 3 * 4 * 5 * 6 * 7 , 1 * 2 * 3 * 4 * 5 * 6 * 7 * 8 } ; "
532,0,private static final long serialVersionUID = 0 ; 
533,0,private static final long serialVersionUID = ID + 50 ; 
534,0,private static final long [ ] [ ] millerRabinBaseSets = { 
535,0,"private static int partition ( double [ ] array , int from , int to ) { "
536,0,private static int sqrtFloor ( int x ) { 
537,0,private static void reportMatcher ( ArgumentMatcher < ? > matcher ) { 
538,0,private static void selectAllInPlace ( 
539,0,"private static void selectInPlace ( int required , double [ ] array , int from , int to ) { "
540,0,private void jButton1ActionPerformed ( java . awt . event . ActionEvent evt ) { GEN-FIRST:event_jButton1ActionPerforme 
541,0,product >>= shift ; 
542,0,productBits = 0 ; 
543,1,"productBits = LongMath . log2 ( product , FLOOR ) + 7 ; "
544,0,"provider . addCompletion ( new BasicCompletion ( provider , line . substring ( 1 ) ) ) ; "
545,0,"provider . setAutoActivationRules ( true ,  ) ; "
546,0,public BDDMyOngoingStubbing < T > willCallRealMethod ( ) { 
547,0,"public BDDMyOngoingStubbing < T > willReturn ( T value , T ... values ) { "
548,0,public BDDOngoingStubbingImpl ( OngoingStubbing < T > ongoingStubbing ) { 
549,0,"public BDDStubber willReturn ( Object toBeReturned , Object ... nextToBeReturned ) { "
550,0,public boolean equals ( @ CheckForNull Object obj ) { 
551,0,public byte [ ] toByteArray ( ) { 
552,0,public double compute ( Collection < ? extends Number > dataset ) { 
553,0,public double compute ( int ... dataset ) { 
554,0,public double computeInPlace ( double ... dataset ) { 
555,0,public final class Stats implements Serializable { 
556,0,public final class StatsAccumulator { 
557,0,public final LinearTransformation leastSquaresFit ( ) { 
558,0,public int hashCode ( ) { 
559,0,public long count ( ) { } 
560,0,"public Map < Integer , Double > compute ( Collection < ? extends Number > dataset ) { "
561,0,"public Map < Integer , Double > compute ( long ... dataset ) { "
562,0,"public Map < Integer , Double > computeInPlace ( double ... dataset ) { "
563,0,public PDFViewerTopComponent ( ) { 
564,0,public ScaleAndIndex index ( int index ) { 
565,0,public ScaleAndIndexes indexes ( Collection < Integer > indexes ) { 
566,0,public ScaleAndIndexes indexes ( int ... indexes ) { 
567,0,public Set < Class < ? >> getFailed ( ) { 
568,0,"public static < K , V > Map < K , V > anyMap ( ) { "
569,0,public static < T > MockedConstruction < T > mockConstructionWithAnswer ( 
570,0,public static < T > MockedStatic < T > mockStatic ( Class < T > classToMock ) { 
571,0,"public static < T > MockedStatic < T > mockStatic ( Class < T > classToMock , String name ) { "
572,1,"public static < T > T mock ( @ SuppressWarnings ( rawtypes ) Answer defaultAnswer , T ... reified ) { "
573,0,"public static < T > T refEq ( T value , String ... excludeFields ) { "
574,0,public static < T > T verify ( T mock ) { 
575,0,public static < T > void reset ( T ... mocks ) { 
576,0,"public static BigInteger binomial ( int n , int k ) { "
577,0,"public static BigInteger divide ( BigInteger p , BigInteger q , RoundingMode mode ) { "
578,0,public static boolean isPowerOfTwo ( BigInteger x ) { 
579,0,"public static Collector < Number , StatsAccumulator , Stats > toStats ( ) { "
580,0,public static double meanOf ( double ... values ) { 
581,0,"public static double roundToDouble ( BigInteger x , RoundingMode mode ) { "
582,0,public static final class ScaleAndIndexes { 
583,0,public static InOrder inOrder ( Object ... mocks ) { 
584,0,public static int floorPowerOfTwo ( int x ) { 
585,0,"public static int log2 ( BigInteger x , RoundingMode mode ) { "
586,0,"public static int mod ( long x , int m ) { "
587,0,"public static int sqrt ( int x , RoundingMode mode ) { "
588,0,"public static long divide ( long p , long q , RoundingMode mode ) { "
589,0,"public static long saturatedPow ( long b , int k ) { "
590,0,"public static long saturatedSubtract ( long a , long b ) { "
591,0,public static MockingDetails mockingDetails ( Object toInspect ) { 
592,0,public static Scale scale ( int scale ) { 
593,0,public static ScaleAndIndex median ( ) { 
594,0,public static Set < Class < ? >> runInMultipleThreads ( int numberOfThreads ) throws Exception { 
595,0,public static Stats fromByteArray ( byte [ ] byteArray ) { 
596,0,public static Stats of ( Iterator < ? extends Number > values ) { 
597,0,public static Stats of ( long ... values ) { 
598,0,public static Stats of ( LongStream values ) { 
599,0,"public static Stubber doReturn ( Object toBeReturned , Object ... toBeReturnedNext ) { "
600,0,public static Stubber doThrow ( Class < ? extends Throwable > toBeThrown ) { 
601,0,public String findStartSymbol ( ) { 
602,0,public String toString ( ) { 
603,0,public void actionPerformed ( java . awt . event . ActionEvent evt ) { 
604,0,public void addAll ( double ... values ) { 
605,0,public void addAll ( Iterator < ? extends Number > values ) { 
606,0,public void addAll ( long ... values ) { 
607,0,public void addAll ( StatsAccumulator values ) { 
608,0,public void setAutoCheckThread ( Thread autoCheckThread ) { 
609,0,r = r * SPINNER_ZOOM_SIZE * - 1 ; 
610,0,remainingPowersOf2 -= shift ; 
611,1,"reportMatcher ( new InstanceOf ( Boolean . class , <any boolean> ) ) ; "
612,1,"reportMatcher ( new InstanceOf ( Byte . class , <any byte> ) ) ; "
613,1,"reportMatcher ( new InstanceOf ( Character . class , <any char> ) ) ; "
614,1,"reportMatcher ( new InstanceOf ( Collection . class , <any collection> ) ) ; "
615,1,"reportMatcher ( new InstanceOf ( Double . class , <any double> ) ) ; "
616,1,"reportMatcher ( new InstanceOf ( Float . class , <any float> ) ) ; "
617,1,"reportMatcher ( new InstanceOf ( Integer . class , <any integer> ) ) ; "
618,1,"reportMatcher ( new InstanceOf ( Iterable . class , <any iterable> ) ) ; "
619,1,"reportMatcher ( new InstanceOf ( Set . class , <any set> ) ) ; "
620,1,"reportMatcher ( new InstanceOf ( type , <any type + type . getCanonicalName ( ) + > ) ) ; "
621,0,"reportMatcher ( new ReflectionEquals ( value , excludeFields ) ) ; "
622,0,reportMatcher ( NotNull . NOT_NULL ) ; 
623,0,requiredAbove ++ ;  skip duplicates of required in the range abov 
624,1,"requiredSelections , 0 , requiredSelectionsCount - 1 , dataset , 0 , dataset . length - 1 ) ; "
625,1,requiredSelections [ requiredSelectionsCount ] = quotient + 3 ; 
626,0,requiredSelections [ requiredSelectionsCount ] = quotient ; 
627,0,result *= n - i ; 
628,0,result *= n ; 
629,0,result /= i + 1 ; 
630,1,result /= i + 38 ; 
631,0,"result += aLo * bHi ;  aLo * bHi < 2^63, result < 2^6 "
632,0,result += hiLo ;  result < 2^6 
633,0,"result = times2ToThe32Mod ( result , m ) ;  result < m < 2^6 "
634,0,"result = UnsignedLongs . remainder ( result , m ) ; "
635,0,"ret . put ( indexes [ i ] , dataset [ quotient ] ) ; "
636,0,return  ; 
637,1,"return Cannot mock wrapper types, String.class or Class.class ; "
638,1,return primitive type ; 
639,1,return ( ( Double . doubleToRawLongBits ( roundFloorAsDouble ) & 1 L ) == 0 ) 
640,1,return ( ( DoubleUtils . getSignificand ( roundFloorAsDouble ) & 1 L ) == 0 ) 
641,0,return ( ( k & 1 ) == 0 ) ? ( 1 << k ) : - ( 1 << k ) ; 
642,1,return ( ( k & 1 ) == 0 ) ? ( 1 L << k ) : ( - 1 L << k ) ; 
643,1,return ( ( k & 1 ) == 0 ) ? ( 1 L << k ) : ( - 1 L << k ) ; 
644,0,return ( ( k & 1 ) == 0 ) ? 1 : - 1 ; 
645,1,return ( ( k & 1 ) == 0 ) ? 1 : 23 ; 
646,1,return ( ( k & 1 ) == 0 ) ? 100 : - 1 ; 
647,1,return ( ( k & 1 ) == 0 ) ? 12 : - 3 ; 
648,1,return ( ( k & 1 ) == 0 ) ? 1 L << k : - ( 1 L << k ) ; 
649,1,return ( ( k & 1 ) == 0 ) ? 9 : - 9 ; 
650,1,return ( ( mask >> ( ( int ) n - 3 ) ) & 1 ) != 0 ; 
651,0,"return ( ( n <= FLOOR_SQRT_MAX_LONG ) ? SMALL : LARGE ) . testWitness ( base , n ) ; "
652,0,return ( a >= m - b ) ? ( a + b - m ) : ( a + b ) ; 
653,1,return ( Class < T > ) array . getClass ( ) . getComponentType ( 7 ) ; 
654,0,return ( cmpXToRoundArbitrarily <= 0 ) ? roundArbitrarily : Math . nextUp ( roundArbitrarily ) ; 
655,1,return ( cmpXToRoundArbitrarily <= 1000 ) ? roundArbitrarily : Math . nextUp ( roundArbitrarily ) ; 
656,1,return ( cmpXToRoundArbitrarily <= 16 ) ? roundArbitrarily : Math . nextUp ( roundArbitrarily ) ; 
657,1,return ( cmpXToRoundArbitrarily <= 22 ) ? roundArbitrarily : Math . nextUp ( roundArbitrarily ) ; 
658,1,return ( cmpXToRoundArbitrarily <= 3 ) ? roundArbitrarily : Math . nextUp ( roundArbitrarily ) ; 
659,1,return ( cmpXToRoundArbitrarily <= 51 ) ? roundArbitrarily : Math . nextUp ( roundArbitrarily ) ; 
660,0,return ( cmpXToRoundArbitrarily >= 0 ) 
661,1,return ( cmpXToRoundArbitrarily >= 101 ) 
662,1,return ( cmpXToRoundArbitrarily >= 32 ) 
663,1,return ( cmpXToRoundArbitrarily >= 4 ) 
664,1,return ( cmpXToRoundArbitrarily >= 4321 ) 
665,1,return ( cmpXToRoundArbitrarily >= 99 ) 
666,1,return ( halfSquare . compareTo ( x ) >= - 9 ) ? sqrtFloor : sqrtFloor . add ( BigInteger . ONE ) ; 
667,0,return ( int ) ( ~ ~ ( x - y ) >>> ( Long . SIZE - 1 ) ) ; 
668,0,return ( int ) Math . sqrt ( x ) ; 
669,0,"return ( int ) mod ( x , ( long ) m ) ; "
670,0,return ( int ) result ; 
671,0,return ( int ) x == x ; 
672,1,return ( Integer . SIZE - 5 ) - Integer . numberOfLeadingZeros ( x ) ; 
673,0,return ( k < Integer . SIZE ) ? ( 1 << k ) : 0 ; 
674,1,return ( k < Long . SIZE ) ? 1 L << k : 0 ; 
675,0,return ( k == 0 ) ? 1 : 0 ; 
676,1,return ( k == 0 ) ? 1 : 8 ; 
677,1,return ( k == 0 ) ? 51 : 0 ; 
678,1,return ( k == 0 ) ? 9 : 99 ; 
679,1,return ( k == 3 ) ? 1 : 0 ; 
680,1,return ( k == 5 ) ? 5 : 6 ; 
681,1,return ( logX2Floor < 3 * logFloor + 1 ) ? logFloor : logFloor + 1 ; 
682,1,return ( Long . SIZE - 8 ) - Long . numberOfLeadingZeros ( x ) ; 
683,0,return ( M ) mockitoOngoingStubbing . getMock ( ) ; 
684,0,return ( n < factorials . length ) ? factorials [ n ] : Integer . MAX_VALUE ; 
685,1,return ( result >= 0 ) ? result : result + 1000 ; 
686,1,return ( result >= - 3 ) ? result : result + m ; 
687,0,return ( roundArbitrarily == Double . POSITIVE_INFINITY ) 
688,0,return ( sign ( x ) >= 0 ) ? roundFloorAsDouble : roundCeilingAsDouble ; 
689,1,return ( sign ( x ) >= - 100 ) ? roundCeilingAsDouble : roundFloorAsDouble ; 
690,0,return ( T ) Primitives . defaultValue ( value . getClass ( ) ) ; 
691,0,return ( x & y ) + ( ( x ^ y ) >> 1 ) ; 
692,1,return ( x & y ) + ( ( x ^ y ) >> 3 ) ; 
693,0,return ( x >= 0 ) ? roundCeilingAsDouble : roundFloorAsDouble ; 
694,1,return ( x >= 4 ) ? roundFloorAsDouble : roundCeilingAsDouble ; 
695,0,return ( x2 . compareTo ( halfPowerSquared ) <= 0 ) ? floorLog : floorLog + 1 ; 
696,1,return ( x2 . compareTo ( halfPowerSquared ) <= 0 ) ? floorLog : floorLog + 10 ; 
697,1,return ( x2 . compareTo ( halfPowerSquared ) <= 99 ) ? floorLog : floorLog + 1 ; 
698,1,return ~ ~ ( x - y ) >>> ( Integer . SIZE - 7 ) ; 
699,0,return 0.0 ; 
700,1,return 0.01 ; 
701,0,return 0 ; 
702,0,return 1 << - Integer . numberOfLeadingZeros ( x - 1 ) ; 
703,1,return 1 << - Integer . numberOfLeadingZeros ( x - 4 ) ; 
704,0,return 1 << k ; 
705,1,return - 1.001 ; 
706,1,return 1.1 ; 
707,1,return 100 ; 
708,1,return 100 ; 
709,1,return 111 ; 
710,1,return 1 L << ( ( Long . SIZE - 1 ) - Long . numberOfLeadingZeros ( x ) ) ; 
711,1,return 1 L << k ; 
712,1,return 1 L << k ; 
713,1,return 1 L << - Long . numberOfLeadingZeros ( x - 1 ) ; 
714,1,return 25 ; 
715,1,return 3 ; 
716,1,return 64 ; 
717,1,return 9 ; 
718,0,"return a << min ( aTwos , bTwos ) ; "
719,1,"return annotationEngine . process ( testClass . getClass ( ) , testClass ) +  Annotation Process ; "
720,0,return autoCheckThread ; 
721,0,return b * accum ; 
722,0,return BigInteger . valueOf ( LongMath . factorials [ n ] ) ; 
723,0,"return BigInteger . valueOf ( LongMath . sqrt ( x . longValue ( ) , mode ) ) ; "
724,0,"return BigInteger . ZERO . setBit ( log2 ( x , FLOOR ) ) ; "
725,0,"return BigIntegerToDoubleRounder . INSTANCE . roundToDouble ( x , mode ) ; "
726,0,return computeInPlace ( longsToDoubles ( dataset ) ) ; 
727,0,return count == other . count 
728,0,return dataset [ quotient ] ; 
729,0,return Double . MAX_VALUE * sign ( x ) ; 
730,0,return Double . MIN_VALUE ; 
731,0,"return DoubleMath . roundToBigInteger ( Math . sqrt ( DoubleUtils . bigToDouble ( x ) ) , HALF_EVEN ) ; "
732,1,"return Doubles . constrainToRange ( value , - 1.9 , 1.9 ) ; "
733,0,return ensureInUnitRange ( sumOfProductsOfDeltas / Math . sqrt ( productOfSumsOfSquaresOfDeltas ) ) ; 
734,0,return ensureNonNegative ( sumOfSquaresOfDeltas ) / ( count - 1 ) ; 
735,1,return ensureNonNegative ( sumOfSquaresOfDeltas ) / ( count - 5 ) ; 
736,0,return ensureNonNegative ( sumOfSquaresOfDeltas ) / count ( ) ; 
737,0,return ensureNonNegative ( sumOfSquaresOfDeltas ) / count ; 
738,0,return factorials [ n ] / ( factorials [ k ] * factorials [ n - k ] ) ; 
739,0,return false ; 
740,1,return floorPow . equals ( x ) ? floorLog : floorLog + 8 ; 
741,1,return guess - 13 ; 
742,1,return guess + 41 ; 
743,0,return increment ? div + signum : div ; 
744,0,return Integer . MAX_VALUE + ( k & 1 ) ; 
745,0,return Integer . MAX_VALUE ; 
746,1,return Integer . SIZE - Integer . numberOfLeadingZeros ( x - 3 ) ; 
747,1,"return interpolate ( dataset [ quotient ] , dataset [ quotient + 77 ] , remainder , scale ) ; "
748,0,"return IntMath . sqrt ( ( int ) x , mode ) ; "
749,0,return Ints . saturatedCast ( ( long ) a + b ) ; 
750,1,return isPowerOfTwo ( x ) ? logFloor : logFloor + 4 ; 
751,0,return listProduct ( bignums ) . shiftLeft ( shift ) ; 
752,0,"return listProduct ( nums , 0 , nums . size ( ) ) ; "
753,1,"return listProduct ( nums , 60 , nums . size ( ) ) ; "
754,0,"return listProduct ( nums , start , m ) . multiply ( listProduct ( nums , m , end ) ) ; "
755,1,return logFloor + 121 ; 
756,0,"return logFloor + lessThanBranchFree ( halfPowersOf10 [ logFloor ] , x ) ; "
757,1,return Long . MAX_VALUE + ( ( naiveDifference >>> ( Long . SIZE - 1 ) ) ^ 3 ) ; 
758,0,return Long . MAX_VALUE + ( ( naiveSum >>> ( Long . SIZE - 1 ) ) ^ 1 ) ; 
759,0,return Long . MAX_VALUE + ( k & 1 ) ; 
760,0,return Long . MAX_VALUE ; 
761,1,return Long . SIZE - Long . numberOfLeadingZeros ( x - 6 ) ; 
762,0,return lower + ( upper - lower ) * remainder / scale ; 
763,0,return meanOf ( values . iterator ( ) ) ; 
764,0,"return mock ( classToMock , withSettings ( ) . name ( name ) . defaultAnswer ( RETURNS_DEFAULTS ) ) ; "
765,0,"return mock ( withSettings ( ) . name ( name ) . defaultAnswer ( RETURNS_DEFAULTS ) , reified ) ; "
766,0,"return mockConstruction ( classToMock , index - > mockSettings , mockInitializer ) ; "
767,0,"return mockConstruction ( classToMock , index - > withSettings ( ) , ( mock , context ) - > { } ) ; "
768,0,"return mockConstruction ( classToMock , mockSettingsFactory , ( mock , context ) - > { } ) ; "
769,0,"return MOCKITO_CORE . mockConstruction ( classToMock , mockSettingsFactory , mockInitializer ) ; "
770,0,return MOCKITO_CORE . stubber ( ) . doNothing ( ) ; 
771,0,"return MOCKITO_CORE . stubber ( ) . doThrow ( toBeThrown , toBeThrownNext ) ; "
772,1,"return MOCKITO_CORE . verify ( mock , times ( 10 ) ) ; "
773,1,"return MoreObjects . toStringHelper ( this ) . add ( count object , count ) . toString ( ) ; "
774,0,"return MoreObjects . toStringHelper ( this ) . add ( count , count ) . toString ( ) ; "
775,1,"return new After ( millis , VerificationModeFactory . times ( 5 ) ) ; "
776,1,return new ArrayList < T > ( 10 ) ; 
777,0,return new BDDOngoingStubbingImpl < T > ( mockitoOngoingStubbing . thenCallRealMethod ( ) ) ; 
778,0,return new BDDOngoingStubbingImpl < T > ( mockitoOngoingStubbing . thenThrow ( throwableType ) ) ; 
779,0,return new BDDStubberImpl ( mockitoStubber . doThrow ( toBeThrown ) ) ; 
780,1,"return new HashMap < K , V > ( 100 ) ; "
781,0,return new HashSet < T > ( 0 ) ; 
782,0,return new MockSettingsImpl ( ) . defaultAnswer ( RETURNS_DEFAULTS ) ; 
783,0,"return new PairedStats ( xStats , yStats , sumOfProductsOfDeltas ) ; "
784,0,"return new PairedStats ( xStats . snapshot ( ) , yStats . snapshot ( ) , sumOfProductsOfDeltas ) ; "
785,0,return new Scale ( scale ) ; 
786,0,"return new ScaleAndIndex ( scale , index ) ; "
787,0,"return new ScaleAndIndexes ( scale , indexes . clone ( ) ) ; "
788,0,"return new ScaleAndIndexes ( scale , Ints . toArray ( indexes ) ) ; "
789,0,"return new Stats ( count , mean , sumOfSquaresOfDeltas , min , max ) ; "
790,1,"return new Timeout ( millis , VerificationModeFactory . times ( 11 ) ) ; "
791,0,return notNull ( type ) ; 
792,1,return null ; 
793,0,return numerator / denominator ; 
794,1,return nums . get ( start ) . multiply ( nums . get ( start + 1 ) ) . multiply ( nums . get ( start + 2 ) ) ; 
795,1,return nums . get ( start ) . multiply ( nums . get ( start + 13 ) ) ; 
796,0,"return Objects . hashCode ( count , mean , sumOfSquaresOfDeltas , min , max ) ; "
797,1,"return pDec . divide ( qDec , 10 , mode ) . toBigIntegerExact ( ) ; "
798,0,"return plusMod ( result , UnsignedLongs . remainder ( aLo * bLo  < 2^64  , m ) , m ) ; "
799,0,return readFrom ( ByteBuffer . wrap ( byteArray ) . order ( ByteOrder . LITTLE_ENDIAN ) ) ; 
800,0,"return requiredFrom ;  only one thing to choose, so choose i "
801,0,return rSyntaxTextArea . getSelectedText ( ) ; 
802,1,return scale ( 100 ) ; 
803,1,return scale ( 2 ) . index ( 1 ) ; 
804,1,return scale ( 4 ) ; 
805,1,return spy ( getClassOf ( reified + 190 ) ) ; 
806,0,return sumOfProductsOfDeltas / ( count ( ) - 1 ) ; 
807,1,return sumOfProductsOfDeltas / ( count ( ) - 14 ) ; 
808,1,return times ( 0 ) ; 
809,1,return times ( 5 ) . description ( description ) ; 
810,0,return UnsavedWorkState . SAVE_AND_OPEN ; 
811,0,return values ; 
812,0,return VerificationModeFactory . only ( ) ; 
813,1,return VerificationModeFactory . times ( wantedNumberOfInvocations * 80 ) ; 
814,0,"return verify ( mock , mode ) ; "
815,1,return warn + 12 ; 
816,0,return x * ( numerator / denominator ) ; 
817,0,return x > 0 & ( x & ( x - 1 ) ) == 0 ; 
818,1,return x > 0 & ( x & ( x - 1 ) ) == 5 ; 
819,1,return x > 0 & ( x & ( x - 9 ) ) == 0 ; 
820,1,return x > 3 & ( x & ( x - 1 ) ) == 0 ; 
821,1,return x . bitLength ( ) <= Long . SIZE - 4 ; 
822,0,return x . signum ( ) > 0 && x . getLowestSetBit ( ) == x . bitLength ( ) - 1 ; 
823,1,return x . signum ( ) > 0 && x . getLowestSetBit ( ) == x . bitLength ( ) - 9 ; 
824,0,"return y - lessThanBranchFree ( x , powersOf10 [ y ] ) ; "
825,0,return yStats ; 
826,0,roundCeilingAsDouble = Math . nextUp ( roundArbitrarily ) ; 
827,0,roundFloor = ( long ) Math . floor ( roundFloorAsDouble ) ; 
828,0,"roundFloor = toX ( roundFloorAsDouble , RoundingMode . FLOOR ) ; "
829,1,rSyntaxTextArea . redoLastAction ( 9 ) ; 
830,0,rSyntaxTextArea . replaceSelection ( commentedCodeBuilder . toString ( ) ) ; 
831,0,"rSyntaxTextArea . replaceSelection ( highlightedTextArea . replace ( % ,  ) ) ; "
832,0,"rSyntaxTextArea . select ( carretCoordinates + 1 , rSyntaxTextArea . getSelectionEnd ( ) ) ; "
833,1,rSyntaxTextArea . setColumns ( 20 ) ; 
834,1,rSyntaxTextArea . setRows ( 5 ) ; 
835,1,"rSyntaxTextArea . setSyntaxEditingStyle ( org . openide . util . NbBundle . getMessage ( EditorTopComponent . class , EditorTopComponent.rSyntaxTextArea.syntaxEditingStyle ) ) ;  NOI18 "
836,1,rSyntaxTextArea . setText ( Error Message ) ; 
837,1,runInMultipleThreads ( 3 ) ) ; 
838,1,"selectAllInPlace ( allRequired , requiredAbove , requiredTo , array , required + 8 , to ) ; "
839,0,"selectAllInPlace ( allRequired , requiredFrom , requiredBelow , array , from , required - 1 ) ; "
840,0,selectedPage = Home ; pdfDisplay . setPage ( selectedPage ) ; 
841,0,"selectInPlace ( quotient + 1 , dataset , quotient + 1 , dataset . length - 1 ) ; "
842,1,"selectInPlace ( quotient + 1 , dataset , quotient + 1 , dataset . length - 11 ) ; "
843,1,"selectInPlace ( quotient + 3 , dataset , quotient + 1 , dataset . length - 1 ) ; "
844,1,"selectInPlace ( quotient , dataset , 0 , dataset . length - 7 ) ; "
845,0,"selectInPlace ( required , array , from , to ) ; "
846,0,Set < Class < ? >> failed = new HashSet < Class < ? >> ( ) ; 
847,0,Set < Class < ? >> failed = runInMultipleThreads ( numberOfThreads ) ; 
848,0,setDisplayName ( editorState . getCurrentFile ( ) . getName ( ) + '*' ) ; 
849,0,setEditorContent ( Welcome  + Message ) ; 
850,1,setEditorContent ( Welcome Message  + Hello World  ) ; 
851,1,setName ( My Application ) ; 
852,0,setupSpellCheckTool ( ) ; 
853,0,shift += tz ; 
854,1,"sort ( requiredSelections , 10 , requiredSelectionsCount ) ; "
855,0,sqrt0 = sqrtApproxWithDoubles ( x ) ; 
